item,itemLabel,startDate,endDate,psid
Q12847090,Vahid Musayev,1993-08-07,1993-08-25,Q12847090-B1528B28-EFBF-43DD-922D-FD47B663546C
Q12847117,Valeh Barshadly,1991-09-05,1991-12-11,Q12847117-DE342FB6-0D0C-43D6-8897-6D51FD098DC7
Q12848240,Zakir Hasanov,2013-10-22,,Q12848240-d79d3015-4fc6-2409-29ad-4beecbf2f9dd
Q2512500,Safar Abiyev,1993-06-17,1993-08-07,Q2512500-51318DCA-762B-4A2B-9699-143F18697742
Q2512500,Safar Abiyev,1995-02-06,2013-10-22,Q2512500-c116cba2-41b1-b7bc-33e8-3ebb7f71d9ef
Q3143066,Tajaddin Mehdiyev,1991-12-11,1992-02-17,Q3143066-A5700FBC-1642-4ED9-9CCA-6C7A97FB0184
Q4131690,Rahim Gaziyev,1992-03-17,1993-02-20,Q4131690-6923D03B-A3D7-4DE0-95A4-4249E3B6B665
Q4279851,Mammadrafi Mammadov,1993-09-02,1995-02-06,Q4279851-20E4480D-C657-4633-BC16-7C0444A0FBA0
Q5207927,Dadash Rzayev,1993-02-20,1993-06-17,Q5207927-3421DEAB-CA1A-480C-8CB4-5637DF48F04D
Q7461778,Shahin Musayev,1992-02-17,1992-02-24,Q7461778-051C7105-9119-438B-A099-95DA31A7E9CD
Q7675492,Tahir Aliyev,1992-02-24,1992-03-16,Q7675492-A79324AB-DEF4-4C40-A3BC-F19E09EFC878
